-8.055216268862970264e-01,-7.524662523460738939e-01,-1.393867086737591854e-01,1.346348638752929983e+00,2.255809650950607315e-01,-1.594469080377020953e+00,-7.362877704868373008e-02
1.641497287919757131e+00,6.464683990820613291e-01,-1.699210867135207526e+00,3.768681065858756063e-01,1.699751668501342516e+00,3.118542146448740060e-01,-1.308173645509257133e-02
8.430684955090951282e-01,2.788311184437416435e-01,-1.024739767596553719e+00,-1.063302184936808642e-01,1.346672587061487514e+00,-8.813186384262415574e-02,1.582059241194074817e-01
-7.234134913344100193e-01,-4.011855137643822733e-01,1.787841945411232022e-02,-5.661064241384271556e-01,8.669399664305411646e-01,-3.685972928625490530e-01,-1.921320574979013818e-01
1.007421289497490324e+00,-1.224423940504132391e+00,-4.531499662608945433e-01,-1.505487297579451988e-01,1.313471352687177740e+00,-7.576392118460190117e-01,-1.635537839638571578e+00
-1.797980738416407487e+00,1.023521885519745211e+00,-4.113671626712878115e-01,-6.374016096053293223e-01,8.257067068926796649e-01,-6.530144823543161670e-02,1.284422579807939502e-01
-1.432766976828445449e+00,2.230248957042443858e-01,-2.710431010581752509e-01,1.157560367806797830e+00,-1.465709146304636556e+00,-2.843177885345792855e-01,-2.645408918050264346e-01
-1.438633871684461774e+00,2.173894164163275855e-01,-2.247192691070263315e-01,1.139865627933280390e+00,-1.320199207270479125e+00,-3.198217269538128349e-01,2.108674331921704392e-01
-1.837368544975011675e+00,1.138781985264413210e+00,-2.195944216381690850e-01,-6.219838508132824462e-01,-5.761407133886427001e-01,1.091167640610862799e+00,-2.714511988730504699e-01
-5.917103599962850735e-01,-2.157825146516479387e-01,1.835563254310104142e-01,-3.007837023793677456e-01,9.234850241419636507e-01,-4.628985662919040366e-03,-7.624647023091495057e-02
1.627794037517072134e-01,-1.207197928638707340e+00,5.513852557602406668e-01,-4.702577932326656995e-01,4.581421017486601022e-01,-1.494987020471291173e-01,-2.514718561540636999e-01
3.098709403389300343e-01,-7.616789235202909847e-01,-3.537453009705243678e-01,-6.408327939798223738e-02,1.639226773055448838e+00,-6.402865120111274067e-01,-1.142540471555936410e+00
-3.899872569214483109e-01,-3.536945976779072853e-01,1.002195022187361284e-01,-1.435516182523595419e-01,1.407971584482657246e+00,-2.682395024648989712e-01,-2.976153217740765133e-01
-1.492273218442448979e+00,2.043245249012814457e-01,-6.344421728892659651e-01,1.552067282921831826e+00,1.227076418460371521e+00,-1.985734533325732132e+00,-3.081616659884544585e-01
8.284873591206154408e-02,-1.269842654695459983e+00,5.824727096270713167e-01,-6.819851167233585976e-01,4.923470765172372476e-01,-4.853880743409553777e-01,-1.037647153358258051e-01
3.442435293908085447e-01,-1.032485940883233866e+00,7.743238484504000319e-01,-5.731974353663585875e-01,-1.228580306358129315e+00,1.018303584377270976e+00,-5.915356989282249955e-01
-1.050025831047905811e+00,2.121464925911040300e+00,6.059822117685030873e-01,-1.830832689042391770e-01,7.535048156648256334e-01,3.324271364355474434e-01,1.142967618298997151e-01
-9.914945338636069749e-01,2.496032215071187776e-01,-2.224486577470671245e-01,-5.236261232574429547e-01,-1.168580502113581998e-01,5.156013851438658868e-01,-8.104262994285569288e-01
-9.292232567011383948e-02,3.340606486272910680e-01,7.047185568043153880e-01,1.723271347166646095e+00,-7.503296585691847653e-01,-5.540838282474694898e-01,-4.318869594458168426e-01
-9.292232567011383948e-02,3.340606486272910680e-01,7.047185568043153880e-01,1.723271347166646095e+00,-7.503296585691847653e-01,-5.540838282474694898e-01,-4.318869594458168426e-01
6.585671208243150110e-01,-7.391828922301090232e-01,-4.762445494213497499e-01,6.616246243845813613e-01,1.154119043110612086e+00,1.091452711493091199e+00,-8.399009587939727517e-01
8.760294862198257926e-01,-9.637200675556764073e-01,-3.868432730350488402e-01,3.471360935731016006e-01,7.905107076745356842e-01,7.696100934596231680e-01,-1.002769353086792492e+00
1.031463348455670115e+00,-4.042320760939216440e-02,-4.958859218394212065e-01,-1.898720804959120115e-02,1.247783978528898663e+00,9.277924531179099210e-02,4.842589087653314528e-01
1.441326775390315396e+00,-2.262919125023492128e+00,7.414291321218982045e-01,-6.773245113620108837e-01,-1.047382822635748223e+00,6.232379754808055061e-01,-3.421729889443953648e-02
-1.659380123313203725e+00,3.881323770675452756e-01,5.228671403104072635e-01,-1.248688110444981847e+00,9.990089087386695432e-01,-8.712593085952485827e-01,2.193295766973422101e+00
2.364561227774031327e+00,2.261306658370520584e+00,3.596775751507622410e+00,-4.106944032769463959e-01,-7.704731301339516891e-01,-1.173637333713582406e-02,5.740238909719027616e-01
2.364561227774031327e+00,2.261306658370520584e+00,3.596775751507622410e+00,-4.106944032769463959e-01,-7.704731301339516891e-01,-1.173637333713582406e-02,5.740238909719027616e-01
2.524504466873419339e+00,6.081059789532238469e+00,4.933221587365938632e+00,-2.178032141308463426e-02,-1.562984160645128698e-02,-7.791269937993291483e-01,-3.657428517979861571e-01
5.526209120222920212e-01,-1.689973173493319880e+00,1.014341384262847479e+00,-1.209438526046434648e+00,-2.123571612972739775e+00,1.021896107801707698e+00,6.398872764348909614e-01
